+	475	23752
+	475	30338
+	475	90986
+	476	50047
+	477	52814
+	477	6963
+	478	80487
+	478	90161
+	478	80799
+	478	14672
+	478	87531
+	478	70043
+	478	94089
+	478	81053
+	478	71813
+	480	3951
+	480	9665
+	480	95397
+	481	49332
+	481	56673
+	481	95933
+	482	30282
+	482	18497
+	482	88832
+	483	29772
+	483	92152
+	484	2085
+	484	84961
+	484	1004
+	485	27125
+	486	27475
+	486	86879
+	487	70328
+	487	74215
+	487	27689
+	491	60374
+	491	17784
+	491	13629
+	492	55470
+	495	60191
+	495	6253
+	495	45504
+	496	66059
+	496	6710
+	497	2656
+	497	51396
+	497	16983
+	497	10174
+	497	98318
+	497	98334
+	497	66489
+	497	31068
+	498	32314
+	499	716
+	499	1514
+	499	73467
+	499	14021
+	499	19168
+	499	57440
+	500	83866
+	500	9329
+	500	10445
+	500	11919
+	500	84520
+	500	32928
+	500	91789
+	501	56024
+	501	5734
+	501	45662
+	502	15096
+	502	56811
+	502	96822
+	502	23132
+	502	54736
+	502	91326
+	504	46203
+	505	79484
+	505	8991
+	505	29917
+	506	77107
+	506	23012
+	506	20971
+	506	17346
+	507	1013
+	508	54370
+	508	6723
+	508	13950
+	508	1837
+	508	31819
+	509	45399
+	510	89255
+	512	21079
+	512	17017
+	512	5775
+	512	98671
+	513	97836
+	514	10974
+	515	60268
+	516	9796
+	516	40161
+	516	33187
+	516	21424
+	517	2888
+	518	67244
+	519	75981
+	519	35728
+	519	64652
+	519	48375
+	520	14195
+	520	36645
+	520	68679
+	520	16931
+	520	91780
+	520	1886
+	520	86317
+	521	89212
+	521	4315
+	521	82034
+	521	56087
+	521	69028
+	521	26636
+	521	7634
+	521	89066
+	522	64766
+	522	53489
+	522	13836
+	523	45180
+	523	83349
+	523	16221
+	524	55847
+	525	88557
+	525	36398
+	525	65263
+	526	82919
+	526	44337
+	526	64897
+	526	33646
+	527	47480
+	527	46274
+	527	27055
+	527	4216
+	527	12880
+	527	84394
+	527	40143
+	527	7643
+	527	70012
+	527	11752
+	528	70289
+	529	75968
+	529	2041
+	530	42603
+	531	50336
+	531	35538
+	531	90673
+	531	61109
+	532	71725
+	532	83782
+	532	6963
+	532	17266
+	533	42809
+	533	81504
+	535	10934
+	536	80453
+	537	89752
+	537	92674
+	537	96905
+	537	64104
+	538	49235
+	538	38772
+	538	3483
+	539	35041
+	539	27670
+	539	67046
+	539	37600
+	539	59121
+	541	5265
+	541	98786
+	541	57546
+	541	43657
+	541	74603
+	541	14601
+	541	12963
+	541	51925
+	541	60345
+	541	57220
+	541	28171
+	541	89963
+	541	5690
+	541	78055
+	542	74105
+	542	2656
+	542	17481
+	542	77107
+	542	35041
+	542	57342
+	542	48473
+	542	77445
+	542	45925
+	542	12683
+	542	15644
+	542	52212
+	542	80983
+	542	80720
+	542	61390
+	542	95748
+	542	95504
+	542	11197
+	542	51396
+	542	16502
+	542	16951
+	542	66670
+	542	7451
+	542	80487
+	542	95275
+	542	92674
+	542	80400
+	542	86159
+	542	86098
+	542	2839
+	542	35915
+	542	64127
+	542	40392
+	542	97787
+	542	36368
+	542	3287
+	542	61228
+	542	20356
+	542	43304
+	542	85445
+	542	42587
+	542	40601
+	542	37458
+	542	56340
+	542	95530
+	542	66772
+	542	74406
+	542	35402
+	542	2586
+	542	60847
+	542	2439
+	542	11179
+	542	87351
+	542	40937
+	542	27059
+	542	90430
+	542	1013
+	542	49555
+	542	5085
+	542	27670
+	542	40619
+	542	79992
+	542	48423
+	542	14417
+	542	58808
+	542	16610
+	542	45389
+	542	68936
+	542	26475
+	542	26349
+	542	79601
+	542	35704
+	542	35440
+	542	86614
+	542	19176
+	542	63717
+	542	52517
+	542	75615
+	542	48250
+	542	45625
+	542	56134
+	542	24826
+	542	22889
+	542	20628
+	542	25041
+	542	47203
+	542	93130
+	542	88448
+	542	8187
+	542	22008
+	542	32765
+	542	2051
+	542	54012
+	542	16070
+	542	14735
+	542	9372
+	542	13073
+	542	37548
+	542	72737
+	542	5596
+	542	48858
+	542	19247
+	542	21647
+	542	3173
+	542	31175
+	542	17988
+	542	78995
+	542	48459
+	542	22547
+	542	92974
+	542	47805
+	542	70177
+	542	62683
+	542	99149
+	542	60687
+	542	82004
+	542	55878
+	542	51297
+	542	38157
+	542	84052
+	542	5709
+	542	91676
+	542	48535
+	542	13316
+	542	28874
+	542	50675
+	542	10793
+	542	3867
+	542	17003
+	542	2818
+	542	79545
+	542	98692
+	542	84297
+	542	42227
+	542	19658
+	542	26107
+	542	21791
+	542	24870
+	542	24876
+	542	62337
+	542	22035
+	542	51320
+	542	49448
+	542	72422
+	542	32471
+	542	82745
+	542	67483
+	542	45604
+	542	78141
+	542	77918
+	542	85191
+	542	1732
+	542	27038
+	542	12700
+	542	58404
+	542	92006
+	542	94202
+	542	16423
+	542	12131
+	542	35995
+	542	75552
+	542	3803
+	542	32348
+	542	46374
+	542	43245
+	542	80002
+	542	27983
+	542	35913
+	542	24677
+	542	75948
+	542	22578
+	542	48736
+	542	60654
+	542	71506
+	542	5948
+	542	50257
+	542	27746
+	542	73230
+	542	96987
+	542	26611
+	542	29410
+	542	44315
+	542	61926
+	542	37884
+	542	61721
+	542	63862
+	542	35174
+	542	74069
+	542	95098
+	542	64187
+	542	88753
+	542	10039
+	542	47273
+	542	94292
+	542	69055
+	542	49186
+	542	61037
+	542	6974
+	542	34734
+	542	21547
+	542	58165
+	542	22102
+	542	59916
+	542	80990
+	542	75966
+	542	16308
+	542	2957
+	542	73502
+	542	71758
+	542	39964
+	542	13014
+	542	78457
+	542	64815
+	542	98618
+	542	15212
+	542	7776
+	542	6642
+	542	84078
+	542	46482
+	542	68139
+	542	12909
+	542	44162
+	542	57697
+	542	1400
+	542	36184
+	542	92297
+	542	67872
+	542	73815
+	542	91224
+	542	6561
+	542	86007
+	542	42552
+	542	83815
+	542	11374
+	542	74042
+	542	98553
+	542	48294
+	542	64686
+	542	68963
+	542	13100
+	542	41225
+	542	7935
+	542	5293
+	542	13180
+	542	43249
+	542	15084
+	542	28031
+	542	3101
+	542	85104
+	542	14517
+	542	21964
+	542	6965
+	542	98515
+	542	91491
+	542	17324
+	542	50385
+	542	33987
+	542	60465
+	542	73599
+	542	53390
+	542	69006
+	542	66068
+	542	78181
+	542	92270
+	542	78951
+	542	13176
+	542	85034
+	542	99604
+	542	90090
+	542	7364
+	542	97386
+	542	2910
+	542	7880
+	542	84029
+	542	17299
+	542	82623
+	542	83084
+	542	29076
+	542	99184
+	542	29997
+	542	87248
+	542	37154
+	542	81920
+	542	79849
+	542	58244
+	542	21684
+	542	35064
+	542	48024
+	542	9664
+	542	89741
+	542	81876
+	542	8833
+	542	43229
+	542	13934
+	542	14887
+	542	83624
+	542	86899
+	542	49345
+	542	24804
+	542	32417
+	542	17191
+	542	81375
+	542	49933
+	542	96161
+	542	43511
+	542	42080
+	542	51947
+	542	65806
+	542	32856
+	542	79269
+	542	16124
+	542	51440
+	542	2945
+	542	49326
+	542	87659
+	542	40560
+	542	92625
+	542	31157
+	542	11776
+	542	97300
+	542	14697
+	542	70553
+	542	99863
+	542	96424
+	542	45428
+	542	10106
+	542	9961
+	542	17592
+	542	51821
+	542	88098
+	542	45327
+	542	67929
+	542	21903
+	542	57711
+	542	95200
+	542	7090
+	542	91304
+	542	24429
+	542	78450
+	542	41329
+	542	52539
+	542	6178
+	542	79843
+	542	99528
+	542	57800
+	542	67331
+	542	50289
+	542	94161
+	542	32869
+	542	85046
+	542	80321
+	542	42593
+	542	28237
+	542	96791
+	542	22804
+	542	36546
+	542	56897
+	542	29733
+	542	11941
+	542	75916
+	542	24517
+	542	15995
+	542	13941
+	542	94548
+	542	38129
+	542	45383
+	542	3735
+	542	99378
+	542	5010
+	542	39859
+	542	22806
+	542	92468
+	542	13319
+	542	57975
+	542	87599
+	542	75935
+	542	40910
+	542	29268
+	542	90717
+	542	24871
+	542	86320
+	542	85154
+	542	88121
+	542	37152
+	542	93219
+	542	42713
+	542	23538
+	542	23923
+	542	27504
+	542	40245
+	542	23703
+	542	49792
+	542	42981
+	542	55541
+	542	47943
+	542	16420
+	542	83939
+	542	17067
+	542	58157
+	542	42288
+	542	16658
+	542	76359
+	542	92599
+	542	82740
+	542	35262
+	542	99029
+	542	99252
+	542	69342
+	542	49329
+	542	65537
+	542	9517
+	542	55597
+	542	31787
+	542	46940
+	542	82447
+	542	66336
+	542	88118
+	542	30371
+	542	47982
+	542	24087
+	542	70395
+	542	20663
+	542	59071
+	542	56098
+	542	85267
+	543	52887
+	543	59539
+	544	97446
+	544	29963
+	545	56850
+	545	58615
+	545	7167
+	545	77263
+	545	72063
+	546	62330
+	547	56340
+	547	74406
+	547	84893
+	547	51267
+	548	29089
+	548	58744
+	548	46046
+	548	22617
+	548	15251
+	548	15731
+	549	47480
+	550	25049
+	551	62692
+	551	45869
+	551	10273
+	551	92953
+	552	53894
+	552	61387
+	553	60230
+	554	83531
+	554	13879
+	557	94515
+	558	88449
+	559	57061
+	560	17885
+	561	60308
+	561	36316
+	562	65054
+	562	24319
+	563	41319
+	563	99894
+	564	55566
+	564	46514
+	565	73714
+	565	29051
+	567	60166
+	567	89339
+	567	69342
+	569	52996
+	572	62413
+	573	66320
+	573	80215
+	573	41899
+	573	41029
+	574	19324
+	575	55620
+	575	72272
+	575	84153
+	575	31190
+	577	45180
+	577	57768
+	578	13408
+	579	51449
+	580	41976
+	580	12454
+	581	72272
+	581	53775
+	581	78525
+	581	68300
+	582	79303
+	583	90694
+	583	71424
+	583	38325
+	583	71240
+	583	59439
+	584	46682
+	584	57293
+	584	19678
+	584	69344
+	586	74105
+	586	17481
+	586	35041
+	586	57342
+	586	48473
+	586	12683
+	586	5265
+	586	1593
+	586	61390
+	586	11197
+	586	29571
+	586	72903
+	586	31215
+	586	92674
+	586	98335
+	586	7716
+	586	40579
+	586	70104
+	586	69789
+	586	67652
+	586	97750
+	586	6611
+	586	46256
+	586	65665
+	586	12601
+	586	57538
+	586	61560
+	586	15496
+	586	70701
+	586	48366
+	586	59453
+	586	89797
+	586	82132
+	586	21112
+	586	57451
+	586	75283
+	586	59190
+	586	8002
+	586	41554
+	586	68847
+	586	18932
+	586	39961
+	586	12160
+	586	82269
+	586	51445
+	586	97548
+	586	88839
+	586	16736
+	586	87156
+	586	77056
+	586	16382
+	586	88106
+	586	52857
+	586	62930
+	586	5897
+	586	74503
+	586	56163
+	586	85601
+	586	30839
+	586	63272
+	586	58853
+	586	45964
+	586	5710
+	586	10558
+	586	51915
+	586	62631
+	586	17564
+	586	84492
+	586	27983
+	586	48968
+	586	12880
+	586	94926
+	586	73809
+	586	9876
+	586	27870
+	586	26359
+	586	20941
+	586	25368
+	586	98829
+	586	17101
+	586	48770
+	586	14864
+	586	21821
+	586	17353
+	586	15134
+	586	56782
+	586	42267
+	586	45503
+	586	77849
+	586	95588
+	586	65554
+	586	3589
+	586	80844
+	586	15007
+	586	68759
+	586	58968
+	586	73321
+	586	1909
+	586	68664
+	586	45612
+	586	54022
+	586	10985
+	586	7265
+	586	90487
+	586	3271
+	586	79897
+	586	74730
+	586	13954
+	586	16555
+	586	13517
+	586	24440
+	586	46012
+	586	68522
+	586	48179
+	586	39827
+	586	36677
+	586	25430
+	586	99454
+	586	1401
+	586	93705
+	586	83281
+	586	42118
+	586	2134
+	586	65178
+	586	62936
+	586	9753
+	586	3183
+	586	86350
+	586	26527
+	586	79519
+	586	38718
+	586	49914
+	586	18417
+	586	78153
+	586	32550
+	586	14597
+	586	84672
+	586	46276
+	586	44926
+	586	59280
+	586	17391
+	586	57080
+	586	79834
